_id,username,sentiment,tweet,userLocation,location
ObjectID(572ca0b6a1503710d1ce551a),"ERES_Maestro","neg"," AT_USER faggot fucking red states are due for a wake-up call AT_USER it if you got $-""it""... them turds","Bella Vista, AR",
ObjectID(572ca0bba1503710d1ce551b),"kylie_lil","neg"," ""i'll fuck you till you love me faggot"" AT_USER",,
ObjectID(572ca0bba1503710d1ce551c),"TrumpSweep","neutral"," bypass the msm and get on thewall URL URL","All Across American",
ObjectID(572ca0d8a1503710d1ce551d),"wufandmew","neutral"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’ | pamela geller URL via AT_USER","USA",
ObjectID(572ca0faa1503710d1ce551e),"jeffcahill1","neg"," AT_USER fucking dyke cunt",,
ObjectID(572ca0ffa1503710d1ce551f),"BalduFyx","neg"," the weather is so incredible. yesterday i wore a scarf and today the weather insulted me as a ""faggot who loved to be choked"".",,
ObjectID(572ca10ca1503710d1ce5520),"ceethree4","neg"," AT_USER 😂😂 he called her a dyke URL","In the jungle .",
ObjectID(572ca10da1503710d1ce5521),"ciaburna84","neutral"," background jihad: ►the turks at the gates of vienna (holy war e3) URL","Москва",
ObjectID(572ca10ea1503710d1ce5522),"Kunisannette","neg"," ""you fucking dyke"" URL","Texas RGV // Puerto Rico",
ObjectID(572ca11fa1503710d1ce5523),"JoseAlvarez94","neg"," story of my life especially when u have allot to let go off and u can finally do. i love u quiroz love u faggot URL",,
ObjectID(572ca120a1503710d1ce5524),"kanyeismyboo","neg"," ben guild is still a huge faggot sasfa15",,
ObjectID(572ca122a1503710d1ce5525),"chrisstapleto20","pos"," no one in al-nahda believes that jihad is a way to impose islam on the worl... rashidalghannushi citation URL","country music land",
ObjectID(572ca125a1503710d1ce5526),"saladtoes","neg"," what a faggot URL","Kansas City, MO",
ObjectID(572ca126a1503710d1ce5527),"TwitBot9000","neg"," emma is an evil and hairy young faggot .","DM to have your name featured",
ObjectID(572ca127a1503710d1ce5528),"Bri__17","neg"," AT_USER what about me dyke",,
ObjectID(572ca12ba1503710d1ce5529),"BennyMcAllister","neutral"," URL the true face of cultural jihad.","Glasgow",
ObjectID(572ca12da1503710d1ce552a),"goatrancher58","neutral"," maybe the obama's will relocate to tehran. URL","alabama",
ObjectID(572ca13ea1503710d1ce552b),"janimine","neg"," stop ""praying for paris"". demand your politician grow a spine & fight this cancer; eradicate doctrine of jihad. URL",,
ObjectID(572ca140a1503710d1ce552c),"tigershuffle","neg"," AT_USER AT_USER AT_USER is it time to rebuild offas dyke?","Coundonshire",
ObjectID(572ca168a1503710d1ce552d),"afoninangenes","neg"," faggot white boi shaking ass for black cock URL",,
ObjectID(572ca173a1503710d1ce552e),"JakeCusCusDavis","neutral"," happy birthday to the biggest faggot i know. i love you, dude. AT_USER URL",,
ObjectID(572ca1a3a1503710d1ce552f),"pregnantmoron","neg"," so blessed that i lived to see the ppl that yelled faggot at me from their parents luxury cars as teens grow up to call me a bro on twitter","drunk at the mall",
ObjectID(572ca1a6a1503710d1ce5530),"LILfairy99","neg"," never call a muslim terrorist because we're human and we get mad and might beat up some islamophobia asses. URL","Singapore",
ObjectID(572ca1b6a1503710d1ce5531),"MZahid7","neutral"," trust a sufi to downplay and water-down ""jihad"" in the proper islamic context to something more warped","Kuala Lumpur, Malaysia",
ObjectID(572ca1b7a1503710d1ce5532),"Tyler_avans18","neg"," 'mom hold my vape pen while i dick slap this faggot' mom-'who me","Manhattan, KS",
ObjectID(572ca1d1a1503710d1ce5533),"GiraffeUndies","neg"," bye faggot. you wont be missed but remember to get me things from aussie. k bye. URL",,
ObjectID(572ca1d7a1503710d1ce5534),"BasicRockstarr","neutral"," ive realized bright coloured shirts make me look ugly. i always feel fine in black, grey etc","305",
ObjectID(572ca1e3a1503710d1ce5535),"smithskid","neutral"," AT_USER what is the black one the ugly duckling???","planet earth i think? ",
ObjectID(572ca1eea1503710d1ce5536),"12Valee","neg"," i kissed the dyke chick and i liked it",,
ObjectID(572ca1f4a1503710d1ce5537),"HEINSLERJAN","neg"," trump is really bad for our country URL",,
ObjectID(572ca1ffa1503710d1ce5538),"TerriWinstanley","neutral"," cheers to the faggot who has smashed their car door into mine! nice £60 paint job needed, arseholes",,
ObjectID(572ca204a1503710d1ce5539),"Nobodytweetsyou","neg"," im ugly so i quote tweeted this URL","Houston ",
ObjectID(572ca209a1503710d1ce553a),"BunchDevJay","neg"," AT_USER AT_USER i would watch a 24 telethon if it was called faggot in need.","West Mersea, England",
ObjectID(572ca22aa1503710d1ce553b),"Nadja_Santana01","neg"," this girl tried to be like me in her nude & she looks ugly af 😂😂😂 black ass nipples","in my own lane",
ObjectID(572ca23aa1503710d1ce553c),"Chvmberlvin","neg"," fucking faggot ass dick eaters","The upper roooom ",
ObjectID(572ca23ca1503710d1ce553d),"yooodeeee","neg"," AT_USER AT_USER you don't drive faggot","W/Bre❤️",
ObjectID(572ca24ea1503710d1ce553e),"KoolsAnthony","neg"," AT_USER AT_USER AT_USER you look like a faggot from miami","Downtown Glendale, AZ",
ObjectID(572ca25aa1503710d1ce553f),"MepratTheGrayt","neg"," AT_USER i'm scared at the fact you can still vote. kill yourself, gnome looking faggot","The internet",
ObjectID(572ca25fa1503710d1ce5540),"satans_boi","neg"," AT_USER do it ugly black boy ion scared of u",,
ObjectID(572ca25fa1503710d1ce5541),"Rexxiqs","neg"," AT_USER AT_USER lmao no one is scared of keem and his faggot ass voice with his faggot ass hand motions","Your Closet",
ObjectID(572ca260a1503710d1ce5542),"agua_mora","neg"," AT_USER AT_USER i'm the only real dyke","Romeoville, IL",
ObjectID(572ca262a1503710d1ce5543),"joshx2","neg"," AT_USER AT_USER that kids a fucking faggot",,
ObjectID(572ca272a1503710d1ce5544),"JordanHellon","neg"," my shoes arent even black anymore they turned to this ugly brown and i compared them to my new black jeans and im so upset","California",
ObjectID(572ca28ba1503710d1ce5545),"almaperez99","neg"," my faggot father must have had his panties up in a bunch",,
ObjectID(572ca2a3a1503710d1ce5546),"neededfenty","neg"," i really hate this fucking dyke AT_USER","was @guwopbarbie",
ObjectID(572ca2a5a1503710d1ce5547),"PLang4","neg"," last night i made the greatest decision to leave downtown and went and hit 100 golf balls off the dyke crossitoffthebucketlist","Clemson",
ObjectID(572ca2aba1503710d1ce5548),"Exoskeletorus","neg"," ""you're being mean"" holy fuck block me faggot",,
ObjectID(572ca2afa1503710d1ce5549),"DEYH8JAY","neutral"," he a whole faggot😭😭😭","Queens, NY",
ObjectID(572ca2b2a1503710d1ce554a),"PendropPro","neg"," the real runningman ........ not that faggot running URL","Atlanta/ Jacksonville/ Brazil",
ObjectID(572ca2b8a1503710d1ce554b),"pulpark","neutral"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’ URL mo tcot sioa muslim",,
ObjectID(572ca2bca1503710d1ce554c),"brucetaylor_138","neg"," AT_USER AT_USER congrats faggot, a picture of me with my friends, you sure got me",,
ObjectID(572ca2bca1503710d1ce554d),"tekkenmgc","neutral"," this is how i feel URL","631 to the 336",
ObjectID(572ca2bea1503710d1ce554e),"ImGoating","neg"," joe paterno is a piece of shit faggot who is in hell URL",,
ObjectID(572ca2c5a1503710d1ce554f),"yerba_mat","neg"," AT_USER AT_USER reminds me of hitler babbling about defeating the ussr in april 1945! hahaha. fuck them and their fake jihad.","Tigre, Argentina",
ObjectID(572ca2c9a1503710d1ce5550),"LightTheBlowFoo","neg"," shit faggot shit b URL",,
ObjectID(572ca2cfa1503710d1ce5551),"Syrianews_daily","pos"," the wonderful world of turkey where terrorists can freely call for jihad and soon be able to freely travel to an... URL","Syria",
ObjectID(572ca302a1503710d1ce5552),"Adriennebertuc1","neutral"," AT_USER now tell us how many muslims, refugees and illegal immigrants un-deported that has been unleashed on our land to take those jobs?","United States",
ObjectID(572ca32aa1503710d1ce5553),"jbwhitesnake","neg"," foxnews zionist tv is having kittens because london is electing a scary must be a terrorist because he is a muslim URL","scotland",
ObjectID(572ca344a1503710d1ce5554),"tstreck","neutral"," AT_USER AT_USER 9/11 taught america all it needs to know. end of story now go have an honor killing. stopislam","Probably with your wife",
ObjectID(572ca34fa1503710d1ce5555),"pxxxlm","neg"," AT_USER AT_USER AT_USER so it's bad to disrespect the military but we can just throw around ""faggot"" like its nothing?",,
ObjectID(572ca34fa1503710d1ce5556),"W2TPO","neutral"," live: jihad on america - may 6 2016 on spreaker URL","http://PatriotRadioShow.com",
ObjectID(572ca352a1503710d1ce5557),"elmooostreet","neutral"," what a headline. smh URL","PH",
ObjectID(572ca356a1503710d1ce5558),"redshiftrider","pos"," AT_USER jihad has the potential to be an excellent 3 tech n provide rush up the middle. his upside is ridic",,
ObjectID(572ca35ba1503710d1ce5559),"PHSC_Offensive","neg"," AT_USER nigga you still here too 🤔🤔 unlike your faggot ass i can multitask 😂😂","Pickerington, OH",
ObjectID(572ca362a1503710d1ce555a),"ElJefe2414","neg"," hate when a dyke wanna catch an attitude with me, like bih stop dressing up like the nigga that did you wrong.","501 ✈ 702 ",
ObjectID(572ca363a1503710d1ce555b),"bikegrandma","neg"," these rugby kids make me look like a little faggot",,
ObjectID(572ca366a1503710d1ce555c),"305moneyteam","neg"," keep a boosie fade like a dyke","Miami,Florida",
ObjectID(572ca379a1503710d1ce555d),"MohamedTheGr8","neg"," this dyke just said ""let me get newport longs...no homo"" im cryinnnnnnnnnnn😭","ثورة ثورة يا جنوب",
ObjectID(572ca390a1503710d1ce555e),"trevchabot","neg"," AT_USER AT_USER try and make some sense for once faggot. gods got a hard-on for you. scientologyruleswbc",,
ObjectID(572ca391a1503710d1ce555f),"JerusalemWN","neutral"," iran’s dehqan tells islamic jihad head: unity key to defeating israel URL","Jerusalem",
ObjectID(572ca3a6a1503710d1ce5560),"roquesullivan","neg"," i use ""gaijin"" like lesbians call each other ""dyke"" and hip-hop uses ""nigga"" and etc. etc.","Friggin Kyushu",
ObjectID(572ca3a7a1503710d1ce5561),"Gabriel4Trump16","neutral"," AT_USER AT_USER gitmo prisoners treated like royalty on gilded thrones stopislam votetrump to eliminate threat 2 all ams.","United States",
ObjectID(572ca3b1a1503710d1ce5562),"britirishoran","neg"," srsly these are so digusting 😷 just bc u're black doesn't mean u're ugly & vise versa ugh we don't need school then URL","1D • camila • new hope club",
ObjectID(572ca3bfa1503710d1ce5563),"dwightyoakamfan","neutral"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’ | pamela geller URL via AT_USER","Davie, FL",
ObjectID(572ca3d0a1503710d1ce5564),"georgedwyer123","neg"," AT_USER AT_USER *faggot from a young age","SomeWhere Lit'er ",
ObjectID(572ca3d0a1503710d1ce5565),"arrivanortheast","neg"," service neutral  to a broken lorry on the roundabout of west dyke road and thrush road in redcar services 63... URL","Arriva Towers, Sunderland",
ObjectID(572ca3d2a1503710d1ce5566),"attepate","neg"," AT_USER fucking faggot freak","[b]",
ObjectID(572ca3d7a1503710d1ce5567),"Arrxba","neg"," AT_USER URL screenshot the quads faggot",,
ObjectID(572ca3dfa1503710d1ce5568),"iiChiip","neg"," AT_USER this kid at my school called me a nigger faggot, what should i sad ",,
ObjectID(572ca3eba1503710d1ce5569),"Boeing__747__","neg"," AT_USER guess what, you are fat enough, black enough and utmost ugly that not even a dog can get a hard-on. you asylum seeking cunt.",,
ObjectID(572ca3eca1503710d1ce556a),"Kavitachristine","neg"," you annoying lil faggot","I'm Fairly Løcal ",
ObjectID(572ca3eca1503710d1ce556b),"danielglundberg","neutral"," AT_USER in bed with the muslim brotherhood who hates america and supports the agenda jihad.","Phoenix, AZ",
ObjectID(572ca3f3a1503710d1ce556c),"pl4et","neg"," chinese terrorist killing uyghur muslim in eastturkistan ! URL freeuyghur china boycottchina genocide ウイグル rt",,
ObjectID(572ca409a1503710d1ce556d),"Olly_Jackson_","neg"," faggot AT_USER",,
ObjectID(572ca410a1503710d1ce556e),"Arrxba","neg"," AT_USER faggot",,
ObjectID(572ca41ba1503710d1ce556f),"Smalltalkwitht","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Florida",
ObjectID(572ca422a1503710d1ce5570),"PlanetRhino","neutral"," trump loves hispanics; if elected they get deported. hillary in big biz pockets. both part of 1%; both part of problem w/ u.s. bernieorbust","North Shore Massachusetts, USA",
ObjectID(572ca428a1503710d1ce5571),"chitrakarshris1","neg"," gay, bi, ugly, fine, rich, poor, skinny, fat, short, tall, black, white, purple, a friend is a friend! retweet if you don't judge!”",,
ObjectID(572ca440a1503710d1ce5572),"nopoopingbitch","neutral"," AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER yoos a good faggot ay",,
ObjectID(572ca449a1503710d1ce5573),"_linco69","neutral"," AT_USER it's very possible but then what is the reason for their ongoing jihad for the other 1200 years? islam respects force only.",,
ObjectID(572ca455a1503710d1ce5574),"tweetheart96_","neg"," AT_USER lmao i was just speaking but ok dyke ✌🏾️🙄 URL","fwm on snap: ebony_shamia ",
ObjectID(572ca457a1503710d1ce5575),"WeatherFrogWPG","neg"," don't be a faggot and start forest fires URL","Winnipeg, Manitoba",
ObjectID(572ca45fa1503710d1ce5576),"kaylee_calvert","neg"," AT_USER don't act like you're prepared faggot 🖕🏼",,
ObjectID(572ca461a1503710d1ce5577),"FrankLMcNamara4","neutral"," AT_USER yes. he'd say this: ""roll AT_USER maga!, and fornicate my faggot nr editors.",,
ObjectID(572ca46ea1503710d1ce5578),"arkadexs","neutral"," AT_USER happy birthday faggot","Missouri, USA",
ObjectID(572ca470a1503710d1ce5579),"i9erys","neutral"," muslim of the year barack hussein obama islam jihad isil isis muslim prayfor america URL","#MakeAmericaGreatAgain ",
ObjectID(572ca478a1503710d1ce557a),"joeconstitution","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Everywhere in the US",
ObjectID(572ca479a1503710d1ce557b),"Jake_SFL","neg"," i say some shit but you dont hear it this shit just isn fuckin lyrics aint got time for no faggot jibber jabber i say juh what on my spirit","▪️◾️◼️⬛️◾️▪️◾️◼️⬛️▪️◾️◼️⬛️◾️▪️",
ObjectID(572ca481a1503710d1ce557c),"C7ouds","neutral"," pretty much ever since then he's become even more of a faggot",,
ObjectID(572ca482a1503710d1ce557d),"ciggn","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca483a1503710d1ce557e),"GBrinks","neg"," toddlers are the new terrorist - ""in 2016, toddlers have shot more people in the us than muslim terrorists have"" URL","Washington, DC",
ObjectID(572ca488a1503710d1ce557f),"zulfeqhar_ali","neg"," AT_USER i never eat babi... u faggot oops🙊",,
ObjectID(572ca489a1503710d1ce5580),"tavarg57","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Valrico, Fl: USA",
ObjectID(572ca48ba1503710d1ce5581),"hllber","neutral"," AT_USER yes faggot",,
ObjectID(572ca497a1503710d1ce5582),"GMA","pos"," .AT_USER tweeted that trump said ""i love hispanics!"" only one day after saying ""they're gonna be deported."" URL","Times Square, USA",
ObjectID(572ca4a2a1503710d1ce5583),"aldrichm_","neg"," AT_USER k faggot","Riyadh ✈️ Manila ",
ObjectID(572ca4a7a1503710d1ce5584),"SwiftsKing","neg"," AT_USER ""oh my faggot grandson is watching his homosexual porn again that fag","Blank Space stan",
ObjectID(572ca4a8a1503710d1ce5585),"intensionality","neutral"," AT_USER importantly wrong-headed. URL",,
ObjectID(572ca4b4a1503710d1ce5586),"HistoryStrips","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Bennettsville, SC",
ObjectID(572ca4b5a1503710d1ce5587),"Fucking_Garza","neutral"," i would do it and drop this nigga lmao URL","Houston tx ",
ObjectID(572ca4b7a1503710d1ce5588),"joeconstitution","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ...... URL","Everywhere in the US",
ObjectID(572ca4b8a1503710d1ce5589),"brian_wilks","neutral"," faggot twat lucky i wasn't there. 50cal hollow point, point blank in da face... scumbagmuthafukkingbitch URL","HulkSmashTime",
ObjectID(572ca4baa1503710d1ce558a),"BavarianCK","neg"," tru now leave faggot URL","Lebanon, Beirut",
ObjectID(572ca4cfa1503710d1ce558b),"l0bester","neg"," fucking faggot","Oxford, Maine",
ObjectID(572ca4d3a1503710d1ce558c),"Conscores","neutral"," lest we ever forget! rt URL stopislam billwarnerphd AT_USER makedclisten cspi bansharia","USA",
ObjectID(572ca4d5a1503710d1ce558d),"911USA1","neutral"," liberalism will bring slaughter of christians to usa. rt URL stopislam AT_USER tcot makedclisten wakeupamerica","USA",
ObjectID(572ca4e4a1503710d1ce558e),"KingJourdain","neutral"," is that lakeview?😂 URL","TX",
ObjectID(572ca4e5a1503710d1ce558f),"fat2fitherts","neutral"," AT_USER jihad me at hello is my fave 😆😆😆😆😆😆😆","Stevenage hertfordshire,",
ObjectID(572ca4eda1503710d1ce5590),"prettyxxroma","neg"," i hate these fucking candidates. URL","NYC",
ObjectID(572ca4f9a1503710d1ce5591),"soholyhealth","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Clearwater, FL",
ObjectID(572ca4fca1503710d1ce5592),"FuriousFarmBoy","neg"," AT_USER get off my twitter feed, you liberal faggot!","43.607708, -117.149336",
ObjectID(572ca510a1503710d1ce5593),"drjgarrow","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca517a1503710d1ce5594),"CjTayrien","neg"," AT_USER and your just mad your a faggot😂",,
ObjectID(572ca518a1503710d1ce5595),"Islam_Dangerous","neutral"," islamic state in france: “the french must die by the thousands” ccot tcot stopislam URL URL",,
ObjectID(572ca51fa1503710d1ce5596),"BlindManMark","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","1937 Germany ",
ObjectID(572ca51fa1503710d1ce5597),"Vickistweet","neutral"," i've been amazed working for ssa that the foreign people know more about how the laws work & use to their adv. URL","Central CA",
ObjectID(572ca51fa1503710d1ce5598),"KatWomanUSA","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","USA",
ObjectID(572ca523a1503710d1ce5599),"solebrotherkab","neg"," AT_USER AT_USER but i ain't gonna buy it because he's such a faggot. gg ""ally"" or not.",,
ObjectID(572ca523a1503710d1ce559a),"boxerpaws60","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca527a1503710d1ce559b),"Robby5211","neutral"," it matters not what he is as long as he can do the job and his cause is just . URL","East, England",
ObjectID(572ca52ca1503710d1ce559c),"EricSteeleLive","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Ozark Mts",
ObjectID(572ca52ca1503710d1ce559d),"glenda_burke","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Cincinnati, OH",
ObjectID(572ca52da1503710d1ce559e),"bleedsmapleleaf","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca52da1503710d1ce559f),"helloimkerry123","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca52ea1503710d1ce55a0),"pinnie99","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Pennsylvania ",
ObjectID(572ca52fa1503710d1ce55a1),"Dee_Hoer","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca52fa1503710d1ce55a2),"inscamerated","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Cyberspace",
ObjectID(572ca530a1503710d1ce55a3),"F22Ross","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Canberra",
ObjectID(572ca530a1503710d1ce55a4),"Sean_Bundy32","neutral"," islamic jihad delegation visits iran to ‘discuss ways to strengthen intifada’ URL",,
ObjectID(572ca530a1503710d1ce55a5),"ThomasMick","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Kalispell, Montana",
ObjectID(572ca530a1503710d1ce55a6),"TmedGotLost","neg"," AT_USER looks like a faggot","Texas, USA",
ObjectID(572ca530a1503710d1ce55a7),"_yael58","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca530a1503710d1ce55a8),"reese0325","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","S.C. USA",
ObjectID(572ca530a1503710d1ce55a9),"4aFreeUSA","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca531a1503710d1ce55aa),"joey753","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Toronto, Ontario",
ObjectID(572ca531a1503710d1ce55ab),"selfyeshua","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","israel",
ObjectID(572ca531a1503710d1ce55ac),"mks8864","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Rochester, NY",
ObjectID(572ca532a1503710d1ce55ad),"rjmfrisco","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca535a1503710d1ce55ae),"Jster6517","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca536a1503710d1ce55af),"HUMPTYSCRUMPTY","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Hampshire, England.",
ObjectID(572ca536a1503710d1ce55b0),"WilliamPollack2","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Memphis, TN",
ObjectID(572ca536a1503710d1ce55b1),"MarleneBlckwntr","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Alberta, Canada",
ObjectID(572ca536a1503710d1ce55b2),"Hardlanding","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Alabama",
ObjectID(572ca537a1503710d1ce55b3),"Arawnation1","neg"," *sees random 10 year old playing basketball* me:hey shouldn't you be in school 10 y.o: hey shouldnt u shut the fuck up you faggot what the",,
ObjectID(572ca538a1503710d1ce55b4),"apostlethomasfl","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Florida, United States",
ObjectID(572ca538a1503710d1ce55b5),"Luiher","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Caracas",
ObjectID(572ca53aa1503710d1ce55b6),"clingenfelter","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","California, USA",
ObjectID(572ca53ba1503710d1ce55b7),"juanitamoutlaw","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca53da1503710d1ce55b8),"the57student","neg"," hillary clinton doesn't understand the difference between hispanic and illegal immigrant...very sad. trump2016 URL","Mary Esther, FL",
ObjectID(572ca53fa1503710d1ce55b9),"mmcgrace218","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca53fa1503710d1ce55ba),"DavidHEzekiel","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","London",
ObjectID(572ca540a1503710d1ce55bb),"DiAnnaHardesty1","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Kingsland, TX",
ObjectID(572ca542a1503710d1ce55bc),"TPartyWoman","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","San Jose",
ObjectID(572ca544a1503710d1ce55bd),"addamstaft","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca545a1503710d1ce55be),"sammyeppel","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","venezuela",
ObjectID(572ca545a1503710d1ce55bf),"susanjuul","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","danmark",
ObjectID(572ca545a1503710d1ce55c0),"alvinjo69","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","California",
ObjectID(572ca546a1503710d1ce55c1),"manonive","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Bengaluru South, India",
ObjectID(572ca546a1503710d1ce55c2),"nizedude","neg"," AT_USER AT_USER keemstar must be dead inside because a nigger faggot roasted him so bad he fried his own schlong",,
ObjectID(572ca546a1503710d1ce55c3),"Alkazapper","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","North Borneo",
ObjectID(572ca547a1503710d1ce55c4),"banarick","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca548a1503710d1ce55c5),"theninjapastor","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","USA",
ObjectID(572ca54aa1503710d1ce55c6),"eyesopen63","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Sydney",
ObjectID(572ca54da1503710d1ce55c7),"Islander1400","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","key west fl.",
ObjectID(572ca54ea1503710d1ce55c8),"KipSweigart","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca54fa1503710d1ce55c9),"AvivaGordon1","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Michigan",
ObjectID(572ca54fa1503710d1ce55ca),"pauldeckson","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Penampang Sabah",
ObjectID(572ca550a1503710d1ce55cb),"Teribssn","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Rome, Georgia",
ObjectID(572ca550a1503710d1ce55cc),"Madine7","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Florida",
ObjectID(572ca551a1503710d1ce55cd),"TheTruthBKnown","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
ObjectID(572ca553a1503710d1ce55ce),"FLACKOBASTARD","neutral"," his ass got fucked up 🔥🙌🏽 URL","blocked by amanda b & drake b",
ObjectID(572ca558a1503710d1ce55cf),"sportyone11","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Australia",
ObjectID(572ca559a1503710d1ce55d0),"HarryJVenema","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","Groningen, Netherlands, Europe",
ObjectID(572ca559a1503710d1ce55d1),"3212Brandy","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL","AMERICA, FREE & BRAVE 4EVER",
ObjectID(572ca559a1503710d1ce55d2),"dbneitz","neutral"," islamic jihad delegation visits iran to 'discuss ways to strengthen intifada' via pamela geller - ... URL",,
