_id,username,userLocation,tweet,location
ObjectID(5742d4eda150371dfcaed385),"Fbda43Shelley",," mature sexygirls bitch tits just sex and sucking cock 💞 i love sex! fuck me hard! ➡➡ URL URL",
ObjectID(5742d4eea150371dfcaed386),"Steenium","Brisbane, STRAYA"," sister: i'm going to japan! me: ooh, you should totally do that harry potter thing! sister: yep, i've planned for that! me: you bitch.",
ObjectID(5742d4efa150371dfcaed387),"JVLTZY","JOVIAL"," bitch it'll be sepia without you. idk whats the english word for it k- URL",
ObjectID(5742d4efa150371dfcaed388),"selenaboombox",," zlayinjh: 'arzaylea tried to kiss michael' bitch, you'd rather say 'arzaylea must kiss naughty boy's dick' lmaoooo mtvcrushcaeli mtvmiaw",
ObjectID(5742d4f0a150371dfcaed389),"Worrrrrry","jpn kobe"," AT_USER fuck asshole bitch",
ObjectID(5742d4f0a150371dfcaed38a),"chante_r2",," hun you're right i did do my hair like that but bitch did you not see me slaying?",
ObjectID(5742d4f1a150371dfcaed38b),"EarthaPublicSex",," punishporn blonde young bitch forced to deepthroat suck huge cock: free vid: URL extremeporn URL",
ObjectID(5742d4f1a150371dfcaed38c),"StevieBoylan","Dublin and Newcastle NSW"," cubicle 1: pssst cubicle 2: sorry? can i help you, sir? cubicle 1: hnnngh (plop, plop) cubicle 1: it's britney, bitch. cubicle 2:",
ObjectID(5742d4f1a150371dfcaed38d),"40bb9dLukes",," mature sexygirls bitch tits just sex! 😈 only the hard! ☺ only porn! ➡ URL URL",
ObjectID(5742d4f2a150371dfcaed38e),"EbonyKnotts_",," calling my phone playing & shit ... blockeddddddddd 😂😂😩 bitch",
ObjectID(5742d4f2a150371dfcaed38f),"kaelynnsharese",," ""i don't wanna lose my pride but i'mma fuck me up a bitch",
ObjectID(5742d4f2a150371dfcaed390),"miaguapo",," bitch, don't touch me. i'm allergic to broke hoes.👑",
ObjectID(5742d4f2a150371dfcaed391),"xenababeee",," AT_USER even have her , scary bitch .",
ObjectID(5742d4f2a150371dfcaed392),"pheebsmm",," AT_USER oi na these pics😂😩 thanku lou, love u so much fav bitch❤️❤️❤️xxxx",
ObjectID(5742d4f3a150371dfcaed393),"jkimberlinn","VA"," all day shift does is bitch",
ObjectID(5742d4f5a150371dfcaed394),"constantino_sam","Worldwide"," i'm not always a bitch, just kidding 11 oz mug funny coffee humor URL",
ObjectID(5742d4f5a150371dfcaed395),"CumshotCenter",," punishporn bitch gets punished by two monster dicks � video. get free account: URL URL",
ObjectID(5742d4f5a150371dfcaed396),"america_take","WHERE MUSLIMS ARE NOT"," AT_USER wow, thank you! it's just common sense to not have gun free zones. hillary is a narcissistic bitch who would be bho third term!",
ObjectID(5742d4faa150371dfcaed397),"EthylBootyGirl",," punish take that bitch. free videos. free instant access: URL URL",
ObjectID(5742d4fca150371dfcaed398),"VeoVon",," me: i’m tired, i need to sleep. internet: “bitch please!”",
ObjectID(5742d4fea150371dfcaed399),"archibaldbooth1","Georgia, USA"," fa chairman greg dyke enjoys final dig at the blazers during final keynote speech - URL URL",
ObjectID(5742d4ffa150371dfcaed39a),"zIeeks",," AT_USER bitch, i was joking.",
ObjectID(5742d500a150371dfcaed39b),"jaymiecorpuz","Somewhere in Neverland"," 2. i might have been a bitch to you, but you were asshole so you don't have the right to complain.",
ObjectID(5742d502a150371dfcaed39c),"exoIogia","coreanetes ▪ @yoonaxz"," who are >>>>>you<<<<< bitch why u do this to me URL",
ObjectID(5742d503a150371dfcaed39d),"Ricanggggg",," AT_USER miss you more bitch 😭 laag ta soon ha love uuu 😘",
ObjectID(5742d503a150371dfcaed39e),"natailewestling",," bitch i'm so behind on liv and maddie what the fuck is happening",
ObjectID(5742d503a150371dfcaed39f),"ConeyTeen",," teens young teen bitch image girlfriends URL",
ObjectID(5742d504a150371dfcaed3a0),"WilkeLoftisgzt",," questionsihatebeingasked ""can i see your phone?"" no bitch!! get your own damn phone!!",
ObjectID(5742d506a150371dfcaed3a1),"nzuri_angel","Raleigh,NC"," bitch sike asf URL",
ObjectID(5742d506a150371dfcaed3a2),"3boodMd","Kingdom of Saudi Arabia"," AT_USER may i call you bad bitch ?",
ObjectID(5742d508a150371dfcaed3a3),"tinapyy","ph "," ur so bitch to me AT_USER love u always",
ObjectID(5742d508a150371dfcaed3a4),"TopFlightShit","Centralave"," this bitch lotion & etc strong right now in this room!",
ObjectID(5742d509a150371dfcaed3a5),"denisovgranii11",," hot sexdating dirty bitch porn URL URL",
ObjectID(5742d509a150371dfcaed3a6),"GiovanniRain","Rome"," AT_USER guess what.. she was a nobody, a nothing.. i didn't even hear of this bitch until a week ago. you see i don't follow trends.",
ObjectID(5742d50aa150371dfcaed3a7),"alexcerado","Paranaque City / UST"," lol dray. karma's a bitch. URL",
ObjectID(5742d50ba150371dfcaed3a8),"thebilalkahn","Pakistan"," i don't have a job, can't even bitch about monday 😒",
ObjectID(5742d50ba150371dfcaed3a9),"lobetv3",," asian young bitch URL",
ObjectID(5742d50ba150371dfcaed3aa),"BigBossMercy",," get your bitch she's tripping again",
ObjectID(5742d50ba150371dfcaed3ab),"XavierBigBush",," AT_USER like bitch don't you talk bad about my friend in front of me",
ObjectID(5742d50ca150371dfcaed3ac),"SalisburryLindb",," big titted bitch loves it in the ass URL",
ObjectID(5742d50ca150371dfcaed3ad),"alissaelhaddad","far away from u x"," ooh this bitch 👏🏽💯 URL",
ObjectID(5742d50da150371dfcaed3ae),"NoemieTrd","flatbush"," my cat is literally laying on my computer and looking at me like ""no bitch you ain't gonna work rn",
ObjectID(5742d50ea150371dfcaed3af),"oneofthosefaces","London"," i love work bitch and womanizer, they’re major bops, but britney should not have been doing edm and needs to leave it behind",
ObjectID(5742d50ea150371dfcaed3b0),"SwagHalf","Half Human Half Undefined DNA"," AT_USER shut yo mouth bitch. unfollowing me and shit like i wouldn't figure",
ObjectID(5742d511a150371dfcaed3b1),"shalbark","NIGHTCORE - HARDCORE SLUT"," bitch all you had to say was no all that extra shit wasnt necessary. all you do is stay in that ugly ass house and practice that claranet an",
ObjectID(5742d513a150371dfcaed3b2),"DirtyMarkie","London, England"," AT_USER we know what happens to this bitch, don't we? URL",
ObjectID(5742d514a150371dfcaed3b3),"ThePointBeing","Knoxville, TN"," psssss it ain't over till it's over and it ain't over dear not by a very very long way philly fever is rising URL",
ObjectID(5742d515a150371dfcaed3b4),"SaundraTeenBoob",," bitch young teen bitch image teenbitch URL",
ObjectID(5742efa0a150372625783d6b),"BadhbhCatha","Rehoboth Beach, DE"," yet another dumb stupid bitch gallus mag blog post URL",
ObjectID(5742efa0a150372625783d6c),"BasedLIFE_","CLUB PARADI$E"," 💀💀💀💀💀💀💀💀💀💀 bitch URL",
ObjectID(5742efa0a150372625783d6d),"DeenaDakhiel","KSA/USA"," when ur past keeps creeping up on u and u try to shut that bitch down so fast... 🙅🏻 not today!",
ObjectID(5742efa1a150372625783d6e),"Ebo_4rmThaMo","MoCity Tx "," lol shidddd nowadays lol URL",
ObjectID(5742efa1a150372625783d6f),"Maki_Hell",," you can call me rinny, or bitch maki_bot",
ObjectID(5742efa1a150372625783d70),"4reshness","Outchere"," i hate school. college is a bitch nigga.",
ObjectID(5742efa1a150372625783d71),"__whitechyna","florida to connecticut "," i hella don't appreciate chloe being a total bitch to me this morning tho",
ObjectID(5742efa2a150372625783d72),"primrosenjh",," when you say everything is planned but we didnt plan anything together you just said that chair is mine like the selfish bitch you are",
ObjectID(5742efa3a150372625783d73),"Olivia_Nope","The Bae Area"," robyn fenty!!!! bitch!!!!!!!! URL",
ObjectID(5742efa3a150372625783d74),"litgyal","nother"," your bd is on the streets struggling for a come-up while the bitch with 3 bds don't have to struggle for anything.",
ObjectID(5742efa3a150372625783d75),"MakaelaHargrove",," ""definitely ain't sweating that bitch."" as you keep texting me... lol",
ObjectID(5742efa4a150372625783d76),"diannejezreel","igloo "," move, bitch",
ObjectID(5742efa4a150372625783d77),"1slicknigga","westside"," da disappointment of my childhood was vegeta cheating to get ss4 i was like yo a bitch 😂😂",
ObjectID(5742efa5a150372625783d78),"swiftmeright","Alegria"," fuck you im just eating what's wrong with this bitch lmfao",
ObjectID(5742efa5a150372625783d79),"its_victoria123",," when ur bff is twitter famous URL",
ObjectID(5742efa5a150372625783d7a),"nayelyyz",," loll this bitch... brat asf",
ObjectID(5742efa6a150372625783d7b),"tayvinfuckme","Stars Dance Tour / 1989 DC"," i wanna tweet about how much i hate this bitch but i won't because of oomf 🙂🙂🙂🙂🙂",
ObjectID(5742efa7a150372625783d7c),"Mongo_23","Lost in miles of Weed Smoke"," ""stepping out the muthafuckin car, they in awe! i'm lookin like a star bitch, when you see me make a wish!"" URL",
ObjectID(5742efa8a150372625783d7d),"rastaloudpck",," AT_USER that bitch was fye 😁",
ObjectID(5742efa9a150372625783d7e),"_PURELOGIC_",," this is why people hate tom brady. stop being such a bitch and take your punishment like a man. caughtredhanded",
ObjectID(5742efa9a150372625783d7f),"susshawty666","burrrkeley, ca"," i hate when people ask me ""what do you do"" bitch i do whatever the fuck i want do it look like i have a god damn career? i'm 19 years old",
ObjectID(5742efaaa150372625783d80),"xolindseyy__",," AT_USER AT_USER wrong!!! we were on ft for like 2 hours a few weeks ago bitch!! 🖕🏼",
ObjectID(5742efaaa150372625783d81),"BrandyLauren","Maryland."," step up in this bitch like. i'm the one your bitch like.",
ObjectID(5742efaaa150372625783d82),"meneeees","in your dreams."," toxic bitch.",
ObjectID(5742efaba150372625783d83),"__Tat___","W/ Nae & Nafis❤️"," the caption 😭😂 URL",
ObjectID(5742efaba150372625783d84),"ReeeTheGreat",," if you my freind or homegirl or ride or die , umm excuse me bitch we have the same enemies ✊🏾 .",
ObjectID(5742efaba150372625783d85),"JaNebraska53","Nebraska, USA"," i really hate the lock on our door.. it's broken so it's a bitch and a half to unlock it 🙄",
ObjectID(5742efaca150372625783d86),"Gzalo_jr",," murcia: ""so i was fucking this white chick. basic white bitch. i was fucking her and this bitch said 'do you know who terrell owens is?",
ObjectID(5742efaca150372625783d87),"YouNotThatDumb",," this is actually i good reaction. shows you have respect for yourself URL",
ObjectID(5742efb7a150372632a227c0),"TheTopp86",," AT_USER can't take a little comeback to ur bs fag",
ObjectID(5742efb7a150372632a227c1),"emilia51cent","area 51"," only my mom could be 300 miles away and be like ""you're car smells like weed"" bitch has some balls pullin that shit on me",
ObjectID(5742efb8a150372632a227c2),"DrinkOPopPapi","Azkaban"," what😂😂😂 URL",
ObjectID(5742efb8a150372632a227c3),"BigDaddyFlakes","At the bank "," this bitch wake up early in the morning talking shit",
ObjectID(5742efb8a150372632a227c4),"avgn_bot",," fuuucckk! ass bitch cunt fart!!! i can't believe it!!!!!!!",
ObjectID(5742efb8a150372632a227c5),"shihzhulovr","Indiana, USA"," AT_USER i told you it was gonna be a time alternate ending and that lesbian looking fag was gonna alter history",
ObjectID(5742efb8a150372632a227c6),"yurika01_68",," i am not bitch.",
ObjectID(5742efb9a150372632a227c7),"acnnn_","my bed chillan like a villian "," clown bitch 🎪🎭",
ObjectID(5742efb9a150372632a227c8),"Ms_Elii","Wonderland"," but heard it might be a medical drama.....if not than i hope sanaya chartr will be that of rich spoiled bitch....she'll kill in that.",
ObjectID(5742efbaa150372632a227c9),"gcampbell_88",," AT_USER AT_USER AT_USER AT_USER doesn't look like a 10 tonne diesel dyke no more lol URL",
ObjectID(5742efbba150372632a227ca),"CeoticDxll",," ain't no sleep bitch",
ObjectID(5742efbba150372632a227cb),"JackmanSturm",," bitch cry indian URL",
ObjectID(5742efbca150372632a227cc),"_MiroMakinMoves","Everywhere you wanna be "," only thing on my minded getting rich ! i go hard on a nigga &' a bitch ! like , run me my money",
ObjectID(5742efbea150372632a227cd),"AliannaHarvell",," when you were being a crazy emotional bitch last nignt & still get a ""goodmorning💕😘😘"" text....",
ObjectID(5742efbea150372632a227ce),"_Hogieee",," beggars can't be choosers bitch this ain't chipotle",
ObjectID(5742efbea150372632a227cf),"Rozario_x","Peterborough, England"," AT_USER yes bitch",
ObjectID(5742efc0a150372632a227d0),"holyjizznuggets",," come here you fucking bitch",
ObjectID(5742efc2a150372632a227d1),"markesa23_",," got my bm n my side bitch kissing",
ObjectID(5742efc3a150372632a227d2),"_amourpinkk","Atlanta"," why yall asking me do i got school? no bitch i got out 2 weeks ago ...",
ObjectID(5742efc3a150372632a227d3),"almightylazaro",," never tell another nigga or another bitch yo business 🤔",
ObjectID(5742efc4a150372632a227d4),"ConeyTeen",," teens young teen bitch image girlfriend URL",
ObjectID(5742efc4a150372632a227d5),"TeenGFFlashing",," teen young teen bitch image teenwhore URL",
ObjectID(5742efc4a150372632a227d6),"Music____00",". @illuminati_00 Music "," ------------> bitch wear AT_USER by .................((((((((( AT_USER ))))))))) URL",
ObjectID(5742efc6a150372632a227d7),"dee_ofwgkta",," pull up on a nigga bitch i'm thinking that i'm kobe",
ObjectID(5742efc7a150372632a227d8),"skylertaber","the set, ma"," bitch recognize who u wit right now",
ObjectID(5742efc7a150372632a227d9),"walker1585",," dorian green with clive dyke behind the benidorm pool bar😂😂😂 loosewomen",
ObjectID(5742efc8a150372632a227da),"shainalynnnn","Somewhere in Michigan "," them yo homegirl shoes ? bitch don't let me find out 😩",
ObjectID(5742efc8a150372632a227db),"geromefortune","Accra Ghana "," AT_USER so why batman no kill superman? martha just be bitch",
ObjectID(5742efc8a150372632a227dc),"bblovesbooks_","Hogwarts "," AT_USER basic bitch",
ObjectID(5742efc8a150372632a227dd),"eaaazyb",," bitch u let simeon take yo virginity u know u a hoe",
ObjectID(5742efc8a150372632a227de),"BritishLarrys","Next to you."," AT_USER die bitch",
ObjectID(5742efc8a150372632a227df),"CyberJrFootwork","Cuba"," AT_USER AT_USER hated skyler's bitch ass during the entire series",
ObjectID(5742efc9a150372632a227e0),"sizzlingjeric",," bitch.",
ObjectID(5742efcaa150372632a227e1),"HakeemBasir",," michelle buble give me your voice to me and i will bitch ard. please. lol",
ObjectID(5742efcba150372632a227e2),"maddie_whiteeee",," the attendance lady is such a bitch to me for no reason",
ObjectID(5742efcba150372632a227e3),"QueenZarah_",," new saying! 😭😭 URL",
ObjectID(5742efcda150372632a227e4),"Sheloveskyy","NC"," nigga you's a bitch cause i ran off w ya shit.",
ObjectID(5742efcda150372632a227e5),"KB_400Hurdler",," my ex , ex told me ""bitch i will drag you the same way you're dragging that 1807 harriet tudman slab"" AT_USER i am still crying 😂😂","{ ""type"" : ""Point"", ""coordinates"" : [ 32.75675676, -97.09876886000001 ] }"
ObjectID(5742efcea150372632a227e6),"marija_daytac89",," bitch likes to fuck her in the ass and eat my sperm URL",
ObjectID(5742efcea150372632a227e7),"Sgotti_","making moves"," don't get your feelings hurt bitch imma pit you a puppy",
ObjectID(5742efcfa150372632a227e8),"kieracook9",," just a utter bitch to everyone lately",
ObjectID(5742efcfa150372632a227e9),"sherfcknree",," AT_USER i mean i not gon cry and be a little bitch about it cos i know i cute 😛😛😛😂😂😂😂",
ObjectID(5742efd0a150372632a227ea),"pdflvvobqkd",," amateur bitch love URL",
ObjectID(5742efd2a150372632a227eb),"holymccalls",," ok i got this bitch to watch scream & so far she hates jake, thinks mitzgerald makes no sense and is sad will's dead URL",
ObjectID(5742efd2a150372632a227ec),"Diva_BabyCakes","Minnesota"," AT_USER *still watches videos anyway* *thinking fuck this bitch but like the video anyways* (in your high dramatic voice)",
ObjectID(5742efd2a150372632a227ed),"aestheticaliza",," AT_USER u bitch",
ObjectID(5742efd2a150372632a227ee),"FPOnTheDL","Quebec City, Canada "," AT_USER eh, life can be a bitch sometimes.",
ObjectID(5742efd2a150372632a227ef),"TrillTrapp",," bird gang sg bitch😛 URL",
ObjectID(5742efd4a150372632a227f0),"BrandyLauren","Maryland."," yeah, i'm the one your bitch like. and i be talkin shit like. i ain't scared to lose a fistfight.",
ObjectID(5742efd4a150372632a227f1),"nutella5600","Sydney, New South Wales"," i'm live bitch URL URL URL | via AT_USER URL",
ObjectID(5742efd4a150372632a227f2),"lesxatienza","Tomorrow Land"," i told you not to push my bitch mode button!",
ObjectID(5742efd4a150372632a227f3),"Rey_Paaaa","#NuSkiWorld"," this will never get old 😭😭😭😭😭 URL",
ObjectID(5742efd4a150372632a227f4),"TeenHottieAnn",," bitch young teen bitch image teenbitch URL",
ObjectID(5742efd5a150372632a227f5),"Gzalo_jr",," ""bitch i'm inside you and you're asking me if i know who terrell owens.",
ObjectID(5742efd7a150372632a227f6),"JChitoge","Zamboanga City"," well new school and new life be like bitch please i hate you all. dearpasukan",
ObjectID(5742efd7a150372632a227f7),"OTF_FATS",," you kick paper out & the bitch dont even let you stick ya dick nowhere near her mouth 😂 goofy",
ObjectID(5742efd7a150372632a227f8),"__BIGANG",," AT_USER fuck you bitch 😊😁",
ObjectID(5742efd8a150372632a227f9),"HoesWILLHate",," my bitch got a cool lil 20 in her purse",
ObjectID(5742efd8a150372632a227fa),"Be57an",," f#k u bitch!!! URL",
ObjectID(5742efd9a150372632a227fb),"earlsgal","Bella Noche "," AT_USER i have bitch and i been tried to tell you!",
ObjectID(5742efd9a150372632a227fc),"Ciera_Slade",," he come open the door and i ask who else was there he said nobody so i walk in the living room and it was a bitch sitting on the couch...",
ObjectID(5742efdba150372632a227fd),"I_just_knew_it","Kansas City, MO"," thank god it's shift change. my nurse last night was a whole lot of bitch. ain't nobody got time for that.",
ObjectID(5742efdba150372632a227fe),"KestonHuang","Singapore"," bitch niggers still eating cabbage",
ObjectID(5742efdea150372632a227ff),"MiJaCoGeo_1967","USA "," the bitch and crowbar giveapubabadname",
ObjectID(5742efdea150372632a22800),"arianabubs","honeymoon inn"," bitch bye URL",
ObjectID(5742efdea150372632a22801),"_Lij215","Philadelphia, PA"," bitch i count my cake","{ ""type"" : ""Point"", ""coordinates"" : [ 40.0513335, -75.1034255 ] }"
ObjectID(5742efdea150372632a22802),"jassysims_","wit my woes"," 84 degrees... bitch i'm not gonna know how to act",
ObjectID(5742efdfa150372632a22803),"keatonandjade",," i stepped over my kitten and that bitch had the audacity to swipe at my toe that shits bleeding everywhere",
ObjectID(5742efdfa150372632a22804),"Lights_Pleasee","IG : Lights_pleasee"," this girl keep trying talk to me like bitch im gay 😂",
ObjectID(5742efdfa150372632a22805),"MollyPo01797449","Augusta, GA"," are you interested in webcam chat? URL nsfw cock bitch indianporn URL",
ObjectID(5742efe0a150372632a22806),"RoryMaybe","Hull, England"," 2010 rory was a goddamned bitch URL",
ObjectID(5742efe0a150372632a22807),"NorhaneSamy","On a couch"," AT_USER yas bitch 😭😭😭😭",
ObjectID(5742efe0a150372632a22808),"jyanqgl4",," horny bitch needa URL",
ObjectID(5742efe2a150372632a22809),"F5efa5Melisa",," mature sexygirls bitch tits just send me a message.😘 view photos ❤ i love sex! URL URL",
ObjectID(5742efe3a150372632a2280a),"normanreesus",," bitch URL",
ObjectID(5742efe3a150372632a2280b),"ofecgufimtlu2",," muscular black bitch URL",
ObjectID(5742efe4a150372632a2280c),"BURNTLIKEBIZZLE",," why does camila cabello not know how to pose with the rest of the group? this bitch is dreaming to go solo",
ObjectID(5742efe4a150372632a2280d),"maddiefees_","Hell"," happy birthday bitch i love you💙💙 sorry i failed at being first. URL",
ObjectID(5742efe5a150372632a2280e),"LilyMoran19","San Antonio, TX"," why we love thongs & volleyball shorts URL milf picture bitch URL",
ObjectID(5742efe5a150372632a2280f),"_chop_mein",," my bitch ass cousins couldn't even tell me that shit🍺🚔🍺",
ObjectID(5742efe7a150372632a22810),"BadhbhCatha","Rehoboth Beach, DE"," wow, publicly naming all of the dumb bitch ""feminists"" i've had the displeasure to run across online is cathartic.",
ObjectID(5742efeba150372632a22811),"Dcsperati0n","[cyberacc lmao]"," i wud lay my armor down if u said u'd rather luv than fight but sorrey bitch it aint gonna happen lmao bye",
ObjectID(5742efeba150372632a22812),"darealtreyblack","On Da Block"," that bitch just gone be short cuz i leave tonight...✌",
ObjectID(5742efeba150372632a22813),"asapindacut_","7⃣"," checcing in at daylight but you can still get smoked at noon bitch",
ObjectID(5742efeba150372632a22814),"_Lij215","Philadelphia, PA"," bitch get out my face","{ ""type"" : ""Point"", ""coordinates"" : [ 40.0513335, -75.1034255 ] }"
ObjectID(5742efeca150372632a22815),"AyeIts_Tavi",," fr though 💯 URL",
ObjectID(5742efeca150372632a22816),"iSingleBaka",," AT_USER someone finally agrees with me. naruto is a bitch nigga.",
ObjectID(5742efeca150372632a22817),"mchristel_","blessed ✨"," beach pls more like bitch pls 😂",
ObjectID(5742efeca150372632a22818),"AdenaTedeCam",," punish take it down your throat bitch � video: join the fun: URL URL",
ObjectID(5742efeda150372632a22819),"Breesus__Christ",," AT_USER how did you become such a little bitch?",
ObjectID(5742efeda150372632a2281a),"Alexa_Grande93","Tiny Elephant Est.2010"," in 10 days more or less bitch im ready to get my weave stolen again URL",
ObjectID(5742efeea150372632a2281b),"K0akster","yall rlly out here "," if this aint me URL",
ObjectID(5742efeea150372632a2281c),"_meggerz",," if this bitch gets me on papers i'ma ruin her life",
ObjectID(5742eff0a150372632a2281d),"ariannacraig_",," AT_USER our song URL",
ObjectID(5742eff0a150372632a2281e),"Marlo_Jugg","msip meme msip ellisa "," AT_USER shut up bitch graduate next year our year 🤘🏾😂😎",
ObjectID(5742eff1a150372632a2281f),"chelledeezy","Wonderland"," my circle been my circle since the 7th grade. shit keeps me grounded thank you for always reminding me i'm no weak ass bitch 😬😆",
ObjectID(5742eff1a150372632a22820),"JermiraHorton",," want a bitch ? give her attention..",
ObjectID(5742eff2a150372632a22821),"MeanAssBri____","Ridgefield Park, NJ"," until a bitch tries me then sorry hoe you did it to yourself 💁🏻",
ObjectID(5742eff2a150372632a22822),"stardustdinah","faith over fear"," AT_USER me too the fuck and then when simon didnt let her go through because of that i was like bitch the fck",
ObjectID(5742eff2a150372632a22823),"quitschyservice",," bloody bitch! isrg shares just changed 396.41% within the last 15 min! yourshareguidance is needed",
ObjectID(5742eff3a150372632a22824),"QueremosCoger",," im fucking this sexy young mexican bitch i met at church URL URL",
ObjectID(5742eff3a150372632a22825),"frostkie","in hell"," AT_USER just drop it the bitch deserves it anyway (oi",
ObjectID(5742eff3a150372632a22826),"gordogotti","South FL"," AT_USER a shone is a bitch who can't get no love from me 😂",
ObjectID(5742eff3a150372632a22827),"OHThats_Takeya",," everybody always thinks when your pretty, that your tender🤔 yeah okay...i'm just wanting for a bitch to give me a reason.",
ObjectID(5742eff5a150372632a22828),"cathereeeeeyn","to the east over mountain high"," me be like waaaaaah. jimin got no jams. u got no jams. bitch u did not. fight me asshole fight meeeh",
ObjectID(5742eff5a150372632a22829),"ChrissyEdward14",," like boosie bitch i do this shit, i'm trending i'm a movie bitch👄💅🏽👑💰 URL",
ObjectID(5742eff6a150372632a2282a),"dishomary",," wallah i'm a crazy bitch",
ObjectID(5742eff7a150372632a2282b),"MasakoTeenAss",," teen young teen bitch image teenbitch URL",
ObjectID(5742eff8a150372632a2282c),"jenbentennn",," stfu stupid twat, when you get done w/your shit early you don't fucking help me so why the fuck should i help you?! lazy bitch.",
ObjectID(5742eff8a150372632a2282d),"beautyxbands__",," AT_USER 😂😂😂😂 bitch ain't shit changed but the date",
ObjectID(5742eff9a150372632a2282e),"quitschyservice",," bloody bitch! symc shares just changed -86.72% within the last 15 min! yourshareguidance is needed",
ObjectID(5742eff9a150372632a2282f),"yssxpttr_","Twitter"," bitch don't them URL",
ObjectID(5742effaa150372632a22830),"kirstensparbel","kosama "," ain't you ever seen a princess be a bad bitch 😌👸🏻",
ObjectID(5742effba150372632a22831),"senguy","United States"," i have been watching her lie cheat,steal,destroy 4 40 yrs. one malicious bitch,pos. read dick morris books. URL",
ObjectID(5742effca150372632a22832),"GeechiiOnEm","outcheaa vill, usa "," the money turned your bitch into a gold digger",
ObjectID(5742effca150372632a22833),"_basedonlantis","w/ zya ❤"," i look like a broke bitch at school",
ObjectID(5742effda150372632a22834),"lehoochiee",," thanks papi 😼😼 URL",
ObjectID(5742effda150372632a22835),"wastedinlove",," tryna fix your inner issues with a bad bitch",
ObjectID(5742effda150372632a22836),"iZiamgang","Zhi yin  "," bitch don't kill my vibe 👊",
ObjectID(5742effda150372632a22837),"dancer9600","long Island NY"," note to self: call kate bad ass bitch from now on.",
ObjectID(5742effea150372632a22838),"badgalsesoo","cebu ph"," i hate fake bitches who acts like the victim of the drama bitch you did that to yourself duh",
ObjectID(5742efffa150372632a22839),"Diamond1F1G1",," terrorists shia militias have come to attack a muslim city fallujah iraq it's not iraqi army,but shia terrorist groups killing civilians",
ObjectID(5742efffa150372632a2283a),"ThatDill_","floating"," you can go that hoe the world that don't mean shit cause u can rent a hoe but you cant buy a bitch.",
ObjectID(5742f001a150372632a2283b),"DMGSurf","MonstersAve"," AT_USER AT_USER bitch i'm clean",
ObjectID(5742f002a150372632a2283c),"iheartpaulie13","Toronto, Ontario"," bye bitch xd URL",
ObjectID(5742f002a150372632a2283d),"TeenGFLiza",," teens young teen bitch image teenbitch URL",
ObjectID(5742f002a150372632a2283e),"Dustyx7x7",," AT_USER lick it up bitch boy? fran there's truth u can deny but how lol sorry how long plee cuz i love you",
ObjectID(5742f004a150372632a2283f),"kashcoolin","Everywhere"," eat these pussies like my bitch tho 😭😭 s/o yatchy",
ObjectID(5742f005a150372632a22840),"nurdanisyah",," you dont just go around assuming about me to your friends, bitch",
ObjectID(5742f005a150372632a22841),"Boston_Sports12",," draymond green has always been a bitch. complains and makes excuses. kicks people in the groin. such a great player....",
ObjectID(5742f006a150372632a22842),"ExtraGram__Sam","Grape Street"," AT_USER aye fg i'm bout to have this bitch twerking to that ""turnt"" in the front seat.. u gotta post it on your ig fam 😂",
ObjectID(5742f007a150372632a22843),"OnHitsNowRadio",," hear rihanna bitch better have my money on hits now URL hits pop rock rnb",
ObjectID(5742f007a150372632a22844),"Dat_Leonard_Guy",," yo bitch can get took too nigga",
ObjectID(5742f007a150372632a22845),"kaayKeef"," dolla$,tx"," bitch haven't even touched the school ground 😂😂😂 URL",
ObjectID(5742f008a150372632a22846),"KaNotchiaTooBad",," AT_USER bitch i just seen this bitch i kno i'm cute u don't gota tell me u ugly n will always b hoe!👌",
ObjectID(5742f009a150372632a22847),"BantugChristine",," shut up! bitch! 🌵",
ObjectID(5742f009a150372632a22848),"Telerass__",," lemme find the bitch who did this and i swear youll wish u never fucked with me.",
ObjectID(5742f00ca150372632a22849),"anajed_","Blessing The Trap Niggas"," poppin' bitch URL",
ObjectID(5742f00ca150372632a2284a),"StuntOnBitches","Manchestaaa UK"," fucking bitch URL",
ObjectID(5742f00ca150372632a2284b),"GirishSavant1",," AT_USER must watch this video completely and retweet !! evry1 mst know URL stopislam",
ObjectID(5742f00da150372632a2284c),"Tinkstrey","Indianapolis, IN"," smoke good weed wit a bad bitch",
ObjectID(5742f00da150372632a2284d),"honestlykendall","oh"," bitch tf",
ObjectID(5742f00da150372632a2284e),"TeenGFFlashing",," teen young teen bitch image girlfriend URL",
ObjectID(5742f00ea150372632a2284f),"TeenHottieAnn",," teen young teen bitch image teenbitch URL",
ObjectID(5742f00fa150372632a22850),"Butterfli_bb",," lmfao oh no, this is foul . lol URL",
ObjectID(5742f010a150372632a22851),"ninamartinez28",," happy birthday lil bitch i luv you💗💜🎂🎊 AT_USER URL",
ObjectID(5742f010a150372632a22852),"pwmsrxwsqpa3",," sex bitch chyanne jacobs gets her mouth messed up with man cream and loves it URL",
ObjectID(5742f010a150372632a22853),"Melonssssssssss",," send him nudes before another bitch does",
ObjectID(5742f010a150372632a22854),"lovemarlynnnn","free the nipples☺️"," AT_USER update. bitch i got four days 🎉",
ObjectID(5742f011a150372632a22855),"ianaclifford","Somewhere Feeling Lonely "," AT_USER arzaylea is really a slutty bitch",
